,Unnamed: 0,Unnamed: 0.1,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
238,238,238,42061,2.4,215.0,47.0,63.0,18.0,126.0,1358.0,207.0,74.0,3338.0,14947.0,231.0,217.0,3069.0,79.0,89.0,1240.0,52.0,262.0,728.0,751.0,272.0,137.0,253.0,177.0
239,239,239,42063,2.4,266.0,22.0,40.0,18.0,71.0,5588.0,252.0,879.0,6706.0,26187.0,160.0,1559.0,10516.0,201.0,115.0,6970.0,73.0,713.0,2379.0,1620.0,2572.0,111.0,696.0,203.0
240,240,240,42065,2.39,199.0,45.0,65.0,11.0,131.0,1688.0,48.0,162.0,3999.0,15105.0,24.0,375.0,5310.0,215.0,117.0,2072.0,38.0,141.0,839.0,963.0,702.0,14.0,957.0,134.0
241,241,241,42067,2.63,41.0,18.0,62.0,3.0,128.0,2218.0,417.0,36.0,1277.0,11303.0,21.0,45.0,670.0,15.0,20.0,189.0,0.0,84.0,317.0,275.0,44.0,42.0,42.0,346.0
242,242,242,42069,2.4,756.0,26.0,38.0,11.0,66.0,18339.0,3635.0,377.0,14940.0,35687.0,717.0,1536.0,49595.0,4039.0,550.0,36672.0,272.0,7291.0,747.0,2073.0,5278.0,293.0,800.0,849.0
243,243,243,42071,2.65,1824.0,30.0,63.0,12.0,120.0,80385.0,12162.0,1318.0,37964.0,186998.0,2342.0,2615.0,29539.0,1377.0,2119.0,14379.0,569.0,3103.0,5803.0,7930.0,1814.0,4379.0,3363.0,18602.0
244,244,244,42073,2.37,494.0,49.0,54.0,38.0,103.0,3485.0,205.0,265.0,7323.0,23544.0,644.0,1132.0,21628.0,148.0,75.0,6458.0,37.0,578.0,3061.0,1405.0,1628.0,357.0,607.0,314.0
245,245,245,42075,2.56,674.0,44.0,58.0,15.0,118.0,14417.0,4045.0,508.0,6638.0,53447.0,337.0,1436.0,8557.0,249.0,417.0,4316.0,73.0,805.0,1064.0,1433.0,1144.0,338.0,1003.0,2712.0
246,246,246,42077,2.58,2079.0,44.0,53.0,31.0,90.0,77804.0,22004.0,1099.0,18010.0,90552.0,1967.0,6268.0,31142.0,1718.0,1160.0,15963.0,1030.0,3628.0,1776.0,3234.0,9085.0,2046.0,1863.0,1267.0
247,247,247,42079,2.4,1678.0,41.0,50.0,15.0,98.0,30948.0,10173.0,1136.0,16281.0,52676.0,1659.0,1955.0,54791.0,9339.0,364.0,67386.0,307.0,9618.0,837.0,2482.0,16976.0,1112.0,1448.0,257.0
248,248,248,42081,2.42,566.0,40.0,54.0,1.0,100.0,3980.0,344.0,181.0,8211.0,42912.0,178.0,335.0,8908.0,250.0,338.0,5158.0,47.0,827.0,1374.0,2122.0,632.0,465.0,1359.0,448.0
249,249,249,42083,2.29,260.0,52.0,60.0,9.0,125.0,1233.0,133.0,85.0,4225.0,11133.0,45.0,116.0,4778.0,59.0,62.0,2037.0,27.0,228.0,589.0,802.0,312.0,137.0,3134.0,147.0
250,250,250,42085,2.36,410.0,31.0,54.0,12.0,116.0,5004.0,274.0,443.0,11642.0,32769.0,591.0,2014.0,13982.0,322.0,344.0,5403.0,47.0,996.0,3728.0,2385.0,3940.0,274.0,1506.0,517.0
251,251,251,42087,2.46,177.0,38.0,56.0,26.0,110.0,3890.0,147.0,79.0,2693.0,15891.0,123.0,254.0,2082.0,120.0,83.0,887.0,0.0,239.0,826.0,745.0,149.0,10.0,359.0,925.0
252,252,252,42089,2.88,821.0,36.0,43.0,7.0,93.0,24505.0,3305.0,697.0,10258.0,33771.0,1061.0,1651.0,26934.0,1002.0,860.0,11967.0,555.0,2220.0,861.0,2809.0,840.0,2180.0,1233.0,415.0
253,253,253,42091,2.56,1617.0,17.0,47.0,6.0,82.0,103262.0,9578.0,2307.0,65793.0,175774.0,3789.0,7674.0,126335.0,5246.0,3145.0,53834.0,1389.0,24443.0,6972.0,12860.0,5430.0,4895.0,6294.0,3450.0
254,254,254,42093,2.4,20.0,10.0,39.0,9.0,52.0,978.0,68.0,14.0,1852.0,6702.0,41.0,130.0,960.0,54.0,30.0,943.0,41.0,52.0,141.0,167.0,177.0,23.0,99.0,85.0
255,255,255,42095,2.57,1003.0,27.0,42.0,15.0,76.0,36940.0,8106.0,1285.0,20159.0,78058.0,1839.0,9399.0,44294.0,976.0,1410.0,16407.0,2124.0,3562.0,2061.0,3536.0,6907.0,1126.0,1853.0,798.0
256,256,256,42097,2.27,522.0,54.0,63.0,6.0,139.0,3283.0,397.0,129.0,4693.0,30354.0,113.0,489.0,7629.0,836.0,198.0,9517.0,2.0,780.0,363.0,827.0,983.0,116.0,276.0,227.0
257,257,257,42099,2.52,188.0,40.0,46.0,16.0,102.0,1970.0,126.0,74.0,3093.0,17830.0,65.0,108.0,2453.0,155.0,151.0,929.0,50.0,89.0,945.0,1093.0,228.0,43.0,253.0,600.0
258,258,258,42101,2.59,12800.0,41.0,53.0,36.0,76.0,325401.0,63630.0,1245.0,39667.0,108561.0,5712.0,4717.0,118800.0,4646.0,2313.0,53542.0,2766.0,21585.0,4177.0,9184.0,2116.0,33763.0,3576.0,1824.0
259,259,259,42103,2.64,68.0,11.0,46.0,8.0,121.0,6228.0,671.0,235.0,4221.0,12587.0,422.0,1002.0,11489.0,365.0,512.0,4279.0,372.0,1227.0,400.0,727.0,377.0,220.0,396.0,277.0
260,260,260,42105,2.56,94.0,58.0,57.0,77.0,113.0,400.0,39.0,63.0,2008.0,4309.0,16.0,121.0,1202.0,39.0,85.0,957.0,6.0,67.0,272.0,330.0,58.0,20.0,410.0,82.0
261,261,261,42107,2.37,612.0,42.0,52.0,11.0,106.0,6276.0,1140.0,472.0,7127.0,47068.0,1326.0,991.0,13413.0,7114.0,251.0,15059.0,200.0,1812.0,458.0,1462.0,3731.0,185.0,684.0,342.0
262,262,262,42109,2.62,101.0,20.0,44.0,0.0,74.0,3971.0,261.0,86.0,1920.0,17446.0,104.0,120.0,1831.0,124.0,43.0,1195.0,51.0,241.0,276.0,578.0,137.0,5.0,187.0,613.0
263,263,263,42111,2.4,298.0,47.0,62.0,24.0,121.0,2918.0,356.0,580.0,4980.0,29994.0,59.0,1525.0,6013.0,71.0,105.0,4365.0,38.0,642.0,771.0,1349.0,2057.0,166.0,542.0,802.0
264,264,264,42113,2.21,14.0,26.0,39.0,24.0,86.0,178.0,33.0,7.0,696.0,2041.0,34.0,28.0,417.0,45.0,24.0,453.0,0.0,101.0,53.0,127.0,39.0,41.0,45.0,18.0
265,265,265,42115,2.39,138.0,34.0,40.0,13.0,81.0,1010.0,97.0,295.0,6739.0,9466.0,126.0,240.0,4072.0,401.0,108.0,4062.0,85.0,888.0,357.0,795.0,616.0,6.0,401.0,186.0
266,266,266,42117,2.51,206.0,40.0,58.0,31.0,102.0,679.0,112.0,249.0,6420.0,10898.0,123.0,258.0,2564.0,80.0,209.0,2275.0,74.0,158.0,540.0,1132.0,94.0,31.0,1000.0,251.0
267,267,267,42119,2.43,222.0,41.0,53.0,6.0,103.0,4127.0,504.0,96.0,2816.0,14927.0,89.0,87.0,2924.0,165.0,85.0,1166.0,19.0,479.0,424.0,712.0,140.0,265.0,322.0,731.0
268,268,268,42121,2.38,250.0,45.0,48.0,32.0,96.0,914.0,72.0,101.0,5063.0,17909.0,87.0,279.0,3158.0,100.0,153.0,3326.0,36.0,279.0,1475.0,1349.0,222.0,36.0,968.0,221.0
269,269,269,42123,2.36,174.0,43.0,53.0,41.0,117.0,1169.0,64.0,140.0,4428.0,11548.0,86.0,303.0,4074.0,73.0,120.0,2748.0,18.0,175.0,712.0,933.0,399.0,26.0,4703.0,356.0
270,270,270,42125,2.42,717.0,31.0,48.0,12.0,102.0,6362.0,736.0,2126.0,23191.0,52974.0,1604.0,4225.0,37474.0,1260.0,471.0,20313.0,280.0,4382.0,8126.0,4011.0,8130.0,621.0,1241.0,374.0
271,271,271,42127,2.47,105.0,23.0,42.0,8.0,90.0,2567.0,366.0,241.0,5236.0,13863.0,198.0,461.0,7415.0,311.0,586.0,4761.0,58.0,918.0,314.0,864.0,738.0,254.0,356.0,47.0
272,272,272,42129,2.33,967.0,26.0,43.0,8.0,86.0,9519.0,860.0,3460.0,31653.0,106597.0,1610.0,7087.0,67792.0,1538.0,978.0,35048.0,226.0,5493.0,7268.0,7737.0,20873.0,791.0,3583.0,869.0
273,273,273,42131,2.52,149.0,48.0,50.0,15.0,87.0,581.0,102.0,56.0,3684.0,6907.0,51.0,160.0,2712.0,760.0,85.0,3869.0,18.0,519.0,250.0,544.0,449.0,3.0,243.0,97.0
274,274,274,42133,2.57,2018.0,39.0,49.0,9.0,103.0,28989.0,7194.0,1326.0,31891.0,167219.0,1320.0,1798.0,27278.0,944.0,1858.0,14628.0,390.0,2757.0,4973.0,6841.0,1923.0,1798.0,2787.0,2636.0
275,275,275,51001,2.31,124.0,36.0,44.0,0.0,76.0,3283.0,1504.0,1.0,2802.0,1774.0,83.0,125.0,620.0,10.0,96.0,421.0,22.0,89.0,205.0,400.0,51.0,123.0,68.0,36.0
276,276,276,51003,2.44,178.0,13.0,48.0,1.0,94.0,11304.0,1712.0,352.0,13958.0,13978.0,436.0,423.0,5358.0,346.0,924.0,2539.0,140.0,1216.0,2329.0,3472.0,382.0,660.0,1101.0,469.0
277,277,277,51005,2.28,144.0,91.0,94.0,53.0,112.0,324.0,64.0,8.0,1645.0,2261.0,50.0,0.0,285.0,0.0,58.0,75.0,16.0,8.0,401.0,251.0,0.0,30.0,27.0,75.0
278,278,278,51007,2.79,121.0,93.0,82.0,0.0,139.0,139.0,36.0,10.0,1728.0,1362.0,0.0,0.0,483.0,24.0,20.0,224.0,0.0,14.0,291.0,316.0,0.0,230.0,0.0,213.0
279,279,279,51009,2.51,77.0,19.0,48.0,12.0,99.0,1198.0,333.0,20.0,4576.0,3137.0,114.0,44.0,672.0,5.0,31.0,229.0,48.0,77.0,801.0,916.0,29.0,211.0,355.0,86.0
280,280,280,51011,2.55,71.0,46.0,59.0,46.0,101.0,191.0,56.0,23.0,1834.0,1173.0,18.0,0.0,442.0,0.0,29.0,147.0,40.0,27.0,85.0,198.0,1.0,9.0,51.0,31.0
281,281,281,51013,2.21,834.0,20.0,48.0,2.0,51.0,61832.0,6612.0,1165.0,23425.0,29782.0,1679.0,1331.0,14148.0,1167.0,2093.0,7877.0,579.0,4402.0,2652.0,5993.0,665.0,5021.0,2991.0,941.0
282,282,282,51015,2.49,252.0,37.0,56.0,3.0,127.0,1844.0,390.0,24.0,7615.0,13478.0,129.0,161.0,1553.0,177.0,329.0,800.0,57.0,142.0,3228.0,1585.0,11.0,71.0,440.0,336.0
283,283,283,51017,2.11,49.0,99.0,101.0,0.0,302.0,89.0,54.0,0.0,518.0,699.0,0.0,0.0,97.0,0.0,106.0,19.0,0.0,0.0,177.0,68.0,0.0,0.0,0.0,19.0
284,284,284,51019,2.48,290.0,39.0,53.0,0.0,127.0,2617.0,229.0,48.0,13062.0,9775.0,143.0,226.0,2227.0,94.0,495.0,689.0,37.0,191.0,2100.0,2140.0,168.0,308.0,476.0,108.0
285,285,285,51021,2.24,21.0,50.0,65.0,0.0,171.0,67.0,7.0,0.0,715.0,997.0,4.0,38.0,240.0,0.0,10.0,42.0,0.0,0.0,175.0,171.0,10.0,19.0,37.0,7.0
286,286,286,51023,2.47,17.0,6.0,31.0,14.0,73.0,839.0,163.0,9.0,4083.0,5188.0,79.0,10.0,850.0,25.0,64.0,435.0,15.0,171.0,1057.0,906.0,96.0,12.0,155.0,41.0
287,287,287,51025,2.37,84.0,41.0,55.0,0.0,91.0,656.0,111.0,9.0,1187.0,670.0,11.0,9.0,248.0,8.0,106.0,28.0,16.0,24.0,217.0,199.0,1.0,458.0,46.0,9.0
288,288,288,51027,2.43,44.0,19.0,44.0,30.0,91.0,349.0,13.0,6.0,3181.0,1503.0,25.0,12.0,169.0,11.0,13.0,30.0,0.0,5.0,509.0,261.0,0.0,164.0,43.0,0.0
289,289,289,51029,2.64,81.0,52.0,53.0,0.0,122.0,552.0,74.0,10.0,1906.0,868.0,48.0,49.0,200.0,0.0,7.0,216.0,10.0,65.0,323.0,227.0,0.0,129.0,13.0,4.0
290,290,290,51031,2.45,163.0,26.0,40.0,14.0,72.0,1551.0,104.0,23.0,6808.0,5385.0,168.0,172.0,1426.0,68.0,182.0,567.0,80.0,44.0,1163.0,1091.0,103.0,287.0,161.0,131.0
291,291,291,51033,2.51,111.0,32.0,42.0,44.0,78.0,1269.0,193.0,80.0,2723.0,3370.0,36.0,184.0,1481.0,0.0,173.0,634.0,7.0,122.0,542.0,706.0,143.0,224.0,78.0,2.0
292,292,292,51035,2.34,117.0,44.0,59.0,48.0,112.0,831.0,281.0,51.0,2963.0,2646.0,35.0,18.0,568.0,14.0,0.0,58.0,4.0,16.0,658.0,540.0,0.0,30.0,22.0,55.0
293,293,293,51036,2.48,43.0,46.0,50.0,0.0,94.0,156.0,3.0,23.0,570.0,445.0,0.0,37.0,94.0,0.0,27.0,70.0,0.0,9.0,76.0,62.0,4.0,67.0,18.0,0.0
294,294,294,51037,2.63,30.0,22.0,20.0,0.0,41.0,206.0,28.0,7.0,857.0,1143.0,0.0,27.0,252.0,0.0,32.0,174.0,77.0,5.0,157.0,207.0,0.0,12.0,11.0,26.0
295,295,295,51041,2.76,1370.0,32.0,50.0,15.0,107.0,33970.0,8846.0,1312.0,40264.0,37046.0,894.0,1379.0,15072.0,275.0,1984.0,6329.0,465.0,1461.0,5875.0,7751.0,478.0,2860.0,2621.0,568.0
296,296,296,51043,2.52,81.0,50.0,54.0,86.0,112.0,729.0,136.0,124.0,2586.0,2510.0,0.0,67.0,849.0,23.0,51.0,246.0,0.0,30.0,285.0,482.0,10.0,3.0,119.0,11.0
297,297,297,51045,2.24,14.0,29.0,80.0,0.0,210.0,52.0,0.0,0.0,812.0,597.0,0.0,0.0,198.0,0.0,20.0,27.0,14.0,14.0,239.0,47.0,0.0,1.0,0.0,0.0
298,298,298,51047,2.81,144.0,27.0,36.0,13.0,79.0,4457.0,1579.0,148.0,7619.0,7759.0,264.0,266.0,2600.0,49.0,244.0,1081.0,110.0,185.0,470.0,1267.0,154.0,627.0,147.0,78.0
299,299,299,51049,2.38,135.0,110.0,78.0,0.0,198.0,123.0,19.0,0.0,1221.0,1036.0,0.0,0.0,458.0,0.0,23.0,272.0,36.0,0.0,195.0,141.0,44.0,42.0,57.0,140.0
300,300,300,51051,2.46,79.0,67.0,67.0,62.0,148.0,149.0,31.0,9.0,1368.0,1132.0,3.0,19.0,52.0,2.0,6.0,165.0,6.0,7.0,497.0,263.0,0.0,12.0,7.0,7.0
301,301,301,51053,2.65,224.0,59.0,58.0,68.0,120.0,1036.0,370.0,123.0,2602.0,1839.0,75.0,68.0,852.0,0.0,52.0,367.0,11.0,15.0,293.0,710.0,10.0,121.0,36.0,126.0
302,302,302,51057,2.46,68.0,40.0,34.0,0.0,90.0,213.0,8.0,20.0,2332.0,653.0,0.0,10.0,218.0,0.0,27.0,83.0,0.0,0.0,210.0,167.0,0.0,1191.0,8.0,0.0
303,303,303,51059,2.86,2588.0,19.0,54.0,20.0,83.0,400871.0,61803.0,3964.0,95785.0,126136.0,6914.0,5419.0,57520.0,3872.0,10411.0,29765.0,2859.0,14650.0,13812.0,23485.0,3732.0,37811.0,9856.0,3859.0
304,304,304,51061,2.83,196.0,27.0,43.0,6.0,98.0,5383.0,1233.0,166.0,10223.0,13084.0,359.0,307.0,3913.0,115.0,648.0,1627.0,85.0,230.0,1131.0,2230.0,111.0,490.0,896.0,281.0
305,305,305,51063,2.46,0.0,0.0,45.0,0.0,111.0,289.0,172.0,2.0,1315.0,2335.0,0.0,26.0,449.0,0.0,20.0,93.0,25.0,62.0,362.0,572.0,15.0,0.0,12.0,69.0
306,306,306,51065,2.53,86.0,28.0,38.0,0.0,68.0,938.0,240.0,10.0,3672.0,4484.0,15.0,67.0,1273.0,262.0,170.0,664.0,180.0,125.0,459.0,549.0,25.0,174.0,85.0,47.0
307,307,307,51067,2.38,210.0,36.0,56.0,29.0,111.0,1887.0,609.0,272.0,6405.0,7115.0,42.0,107.0,1218.0,134.0,283.0,724.0,14.0,185.0,932.0,1241.0,67.0,142.0,151.0,55.0
308,308,308,51069,2.71,259.0,29.0,52.0,13.0,97.0,7098.0,1712.0,366.0,10527.0,18131.0,317.0,461.0,3895.0,125.0,488.0,1847.0,205.0,503.0,1276.0,1977.0,163.0,361.0,652.0,94.0
309,309,309,51071,2.3,124.0,70.0,66.0,2.0,130.0,704.0,2.0,0.0,1722.0,2338.0,100.0,14.0,427.0,0.0,38.0,246.0,8.0,10.0,276.0,289.0,20.0,7.0,72.0,60.0
310,310,310,51073,2.53,91.0,23.0,38.0,27.0,79.0,1339.0,79.0,0.0,7993.0,5201.0,119.0,286.0,1983.0,30.0,262.0,1013.0,210.0,153.0,966.0,925.0,53.0,981.0,583.0,28.0
311,311,311,51075,2.54,13.0,7.0,28.0,0.0,44.0,984.0,178.0,74.0,3660.0,2720.0,67.0,9.0,986.0,52.0,107.0,556.0,3.0,183.0,496.0,593.0,0.0,79.0,198.0,47.0
312,312,312,51077,2.18,53.0,42.0,61.0,0.0,139.0,542.0,131.0,0.0,1585.0,1163.0,0.0,16.0,281.0,0.0,22.0,45.0,0.0,13.0,253.0,375.0,5.0,0.0,30.0,15.0
313,313,313,51079,2.66,18.0,10.0,44.0,0.0,99.0,1045.0,452.0,39.0,4442.0,2790.0,21.0,55.0,512.0,35.0,120.0,219.0,0.0,77.0,227.0,456.0,92.0,40.0,103.0,126.0
314,314,314,51081,2.32,24.0,25.0,28.0,0.0,35.0,574.0,127.0,0.0,638.0,577.0,0.0,9.0,84.0,0.0,0.0,29.0,5.0,5.0,99.0,136.0,57.0,581.0,4.0,0.0
315,315,315,51083,2.42,103.0,27.0,56.0,29.0,130.0,866.0,253.0,27.0,3001.0,1402.0,7.0,27.0,424.0,6.0,61.0,180.0,42.0,10.0,426.0,610.0,0.0,124.0,157.0,6.0
316,316,316,51085,2.66,167.0,15.0,37.0,4.0,83.0,3958.0,745.0,347.0,19877.0,13847.0,346.0,537.0,4984.0,103.0,1029.0,1627.0,132.0,475.0,2718.0,2953.0,175.0,1878.0,690.0,278.0
317,317,317,51087,2.55,1226.0,27.0,48.0,6.0,87.0,44397.0,5263.0,885.0,35290.0,30364.0,1302.0,1313.0,11371.0,553.0,1166.0,4805.0,368.0,3173.0,5813.0,7664.0,648.0,4409.0,1559.0,509.0
318,318,318,51089,2.33,270.0,47.0,56.0,12.0,139.0,2749.0,1255.0,9.0,4363.0,2951.0,14.0,46.0,847.0,6.0,60.0,132.0,0.0,15.0,558.0,631.0,10.0,114.0,35.0,94.0
319,319,319,51091,1.99,15.0,126.0,110.0,0.0,231.0,15.0,7.0,76.0,211.0,445.0,0.0,11.0,30.0,0.0,18.0,9.0,0.0,21.0,124.0,89.0,0.0,0.0,7.0,43.0
320,320,320,51093,2.57,123.0,34.0,41.0,5.0,89.0,1305.0,157.0,250.0,4795.0,4134.0,132.0,115.0,1256.0,15.0,176.0,594.0,119.0,193.0,605.0,1168.0,31.0,1411.0,325.0,97.0
321,321,321,51095,2.5,83.0,11.0,39.0,15.0,70.0,5083.0,1215.0,137.0,11034.0,11960.0,276.0,402.0,3043.0,126.0,643.0,2052.0,86.0,313.0,1607.0,2598.0,272.0,238.0,948.0,141.0
322,322,322,51097,2.54,19.0,31.0,78.0,0.0,196.0,230.0,129.0,15.0,1266.0,740.0,0.0,5.0,285.0,0.0,61.0,75.0,12.0,0.0,137.0,41.0,0.0,801.0,19.0,0.0
323,323,323,51099,2.9,109.0,40.0,51.0,0.0,117.0,920.0,105.0,13.0,3903.0,4027.0,138.0,24.0,1380.0,20.0,144.0,545.0,72.0,68.0,467.0,770.0,15.0,142.0,128.0,3.0
324,324,324,51101,2.65,48.0,31.0,62.0,0.0,158.0,340.0,52.0,82.0,3278.0,1845.0,23.0,19.0,805.0,12.0,44.0,360.0,0.0,26.0,240.0,398.0,10.0,1447.0,12.0,13.0
325,325,325,51103,2.15,63.0,59.0,54.0,0.0,161.0,272.0,26.0,9.0,2642.0,951.0,20.0,52.0,326.0,6.0,59.0,211.0,37.0,3.0,269.0,593.0,45.0,494.0,41.0,29.0
326,326,326,51105,2.52,142.0,55.0,60.0,25.0,149.0,553.0,119.0,0.0,2173.0,1917.0,51.0,0.0,264.0,0.0,30.0,123.0,0.0,0.0,388.0,326.0,0.0,117.0,3.0,16.0
327,327,327,51107,3.08,535.0,14.0,60.0,3.0,116.0,102303.0,14567.0,1382.0,32488.0,45383.0,1817.0,2173.0,22875.0,1047.0,2642.0,9965.0,1719.0,3690.0,5201.0,7550.0,964.0,5591.0,4131.0,1361.0
328,328,328,51109,2.6,63.0,18.0,38.0,5.0,89.0,1610.0,323.0,126.0,4798.0,4949.0,41.0,147.0,1347.0,88.0,121.0,652.0,79.0,456.0,537.0,756.0,35.0,54.0,132.0,9.0
329,329,329,51111,2.46,66.0,56.0,67.0,0.0,132.0,706.0,227.0,0.0,1107.0,872.0,0.0,34.0,134.0,0.0,33.0,56.0,17.0,0.0,296.0,248.0,9.0,32.0,19.0,0.0
330,330,330,51113,2.56,0.0,0.0,46.0,0.0,92.0,348.0,42.0,22.0,2903.0,2053.0,0.0,15.0,409.0,48.0,13.0,104.0,51.0,6.0,325.0,311.0,14.0,10.0,36.0,40.0
331,331,331,51115,2.28,0.0,0.0,48.0,0.0,147.0,207.0,15.0,0.0,2861.0,1129.0,3.0,58.0,325.0,31.0,54.0,314.0,0.0,230.0,141.0,335.0,0.0,390.0,43.0,94.0
332,332,332,51117,2.49,155.0,46.0,51.0,15.0,94.0,722.0,81.0,40.0,2847.0,1553.0,19.0,63.0,739.0,7.0,120.0,203.0,4.0,27.0,368.0,255.0,35.0,191.0,100.0,10.0
333,333,333,51119,2.31,46.0,48.0,38.0,0.0,79.0,168.0,29.0,44.0,3213.0,1229.0,37.0,43.0,196.0,40.0,61.0,230.0,11.0,0.0,269.0,257.0,10.0,394.0,103.0,19.0
334,334,334,51121,2.47,128.0,7.0,30.0,0.0,54.0,9583.0,430.0,424.0,9436.0,14061.0,656.0,391.0,3636.0,146.0,573.0,1880.0,159.0,700.0,2200.0,2142.0,177.0,509.0,608.0,278.0
335,335,335,51125,2.31,57.0,36.0,49.0,81.0,55.0,437.0,41.0,19.0,2067.0,1827.0,111.0,35.0,561.0,32.0,11.0,299.0,20.0,66.0,449.0,624.0,11.0,0.0,27.0,69.0
336,336,336,51127,2.59,69.0,36.0,45.0,33.0,42.0,509.0,40.0,67.0,3736.0,2540.0,83.0,59.0,880.0,13.0,161.0,310.0,148.0,10.0,599.0,321.0,40.0,774.0,115.0,17.0
337,337,337,51131,2.32,91.0,65.0,63.0,51.0,110.0,993.0,352.0,10.0,743.0,468.0,65.0,17.0,131.0,0.0,41.0,38.0,13.0,9.0,45.0,152.0,6.0,74.0,11.0,7.0
338,338,338,51133,2.12,64.0,68.0,64.0,72.0,119.0,275.0,17.0,7.0,2332.0,1751.0,37.0,173.0,424.0,4.0,58.0,185.0,31.0,25.0,173.0,265.0,12.0,248.0,89.0,25.0
339,339,339,51135,2.46,118.0,78.0,56.0,11.0,154.0,608.0,236.0,0.0,1114.0,1130.0,64.0,0.0,183.0,0.0,44.0,54.0,0.0,0.0,214.0,183.0,0.0,1056.0,62.0,0.0
340,340,340,51137,2.59,78.0,20.0,19.0,0.0,32.0,1765.0,746.0,38.0,6106.0,6395.0,61.0,100.0,1264.0,0.0,257.0,874.0,0.0,79.0,458.0,846.0,165.0,253.0,352.0,56.0
341,341,341,51139,2.47,115.0,45.0,61.0,18.0,127.0,555.0,39.0,33.0,2639.0,4030.0,56.0,0.0,431.0,9.0,105.0,211.0,0.0,26.0,529.0,797.0,10.0,23.0,113.0,143.0
342,342,342,51141,2.29,34.0,23.0,36.0,9.0,80.0,753.0,281.0,14.0,1504.0,884.0,47.0,15.0,188.0,0.0,7.0,60.0,0.0,3.0,204.0,497.0,0.0,16.0,64.0,6.0
343,343,343,51143,2.33,228.0,36.0,41.0,33.0,85.0,2190.0,624.0,42.0,5411.0,3757.0,125.0,109.0,773.0,32.0,139.0,373.0,48.0,27.0,824.0,839.0,13.0,262.0,99.0,99.0
344,344,344,51145,2.6,46.0,19.0,57.0,0.0,164.0,666.0,83.0,114.0,3905.0,4265.0,76.0,98.0,872.0,155.0,191.0,752.0,0.0,269.0,859.0,653.0,54.0,35.0,76.0,14.0
345,345,345,51147,2.54,198.0,45.0,69.0,0.0,117.0,1001.0,344.0,3.0,2242.0,2156.0,16.0,26.0,908.0,13.0,149.0,388.0,30.0,35.0,253.0,397.0,11.0,129.0,137.0,25.0
346,346,346,51149,3.01,129.0,33.0,52.0,64.0,90.0,2920.0,580.0,450.0,3244.0,3263.0,109.0,151.0,934.0,2.0,105.0,562.0,40.0,77.0,452.0,454.0,79.0,292.0,58.0,0.0
347,347,347,51153,3.18,1746.0,33.0,64.0,15.0,109.0,128309.0,32030.0,978.0,30341.0,45511.0,1922.0,1522.0,18368.0,635.0,2759.0,9435.0,1039.0,2472.0,3618.0,8080.0,1528.0,17444.0,3192.0,957.0
348,348,348,51155,2.3,111.0,35.0,55.0,19.0,131.0,625.0,196.0,40.0,2872.0,3024.0,10.0,50.0,473.0,29.0,104.0,148.0,9.0,24.0,877.0,455.0,9.0,43.0,145.0,63.0
349,349,349,51157,2.28,15.0,28.0,41.0,0.0,141.0,340.0,177.0,33.0,1760.0,1287.0,0.0,33.0,268.0,7.0,87.0,123.0,1.0,59.0,199.0,221.0,45.0,0.0,106.0,28.0
350,350,350,51159,2.28,0.0,0.0,118.0,0.0,285.0,809.0,427.0,32.0,1746.0,403.0,26.0,0.0,167.0,7.0,23.0,57.0,0.0,0.0,92.0,141.0,5.0,71.0,0.0,20.0
351,351,351,51161,2.39,291.0,29.0,52.0,27.0,94.0,6090.0,483.0,214.0,12551.0,14165.0,266.0,236.0,3118.0,104.0,413.0,1423.0,78.0,266.0,2609.0,2200.0,122.0,612.0,710.0,215.0
352,352,352,51163,2.4,77.0,37.0,57.0,30.0,107.0,790.0,127.0,36.0,2835.0,3148.0,62.0,29.0,607.0,0.0,49.0,209.0,85.0,86.0,1228.0,237.0,16.0,79.0,74.0,91.0
353,353,353,51165,2.57,222.0,25.0,47.0,44.0,89.0,6203.0,2070.0,70.0,7544.0,18981.0,216.0,192.0,2018.0,58.0,433.0,696.0,11.0,909.0,1756.0,1229.0,27.0,166.0,363.0,1291.0
354,354,354,51167,2.51,83.0,30.0,35.0,20.0,62.0,531.0,106.0,0.0,2972.0,1891.0,162.0,24.0,378.0,0.0,32.0,65.0,0.0,0.0,800.0,201.0,0.0,25.0,56.0,4.0
355,355,355,51169,2.38,24.0,13.0,27.0,0.0,68.0,304.0,72.0,0.0,2442.0,1941.0,10.0,45.0,223.0,0.0,34.0,41.0,7.0,5.0,824.0,331.0,17.0,0.0,16.0,3.0
356,356,356,51171,2.46,287.0,68.0,82.0,81.0,125.0,3240.0,1218.0,48.0,3695.0,10514.0,64.0,101.0,1128.0,75.0,137.0,427.0,132.0,77.0,828.0,850.0,69.0,19.0,152.0,180.0
357,357,357,51173,2.38,131.0,41.0,57.0,31.0,127.0,475.0,187.0,10.0,2618.0,3221.0,5.0,25.0,370.0,6.0,80.0,103.0,23.0,59.0,507.0,520.0,0.0,7.0,18.0,60.0
