,index,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
3766,15481,2015,OH,LUCAS,39,95,39095,Propoxyphene,1,2059,109150
3767,15488,2015,OH,MAHONING,39,99,39099,Buprenorphine,55,2321,109150
3768,15489,2015,OH,MAHONING,39,99,39099,Codeine,5,2321,109150
3769,15491,2015,OH,MARION,39,101,39101,Buprenorphine,21,725,109150
3770,15492,2015,OH,MARION,39,101,39101,Hydrocodone,15,725,109150
3771,15493,2015,OH,MARION,39,101,39101,Tramadol,2,725,109150
3772,15501,2015,OH,HENRY,39,69,39069,Fentanyl,3,49,109150
3773,15502,2015,OH,HIGHLAND,39,71,39071,Hydrocodone,7,475,109150
3774,15503,2015,OH,HOCKING,39,73,39073,Hydrocodone,3,124,109150
3775,15504,2015,OH,HOCKING,39,73,39073,Tramadol,2,124,109150
3776,15505,2015,OH,HOLMES,39,75,39075,Buprenorphine,2,60,109150
3777,15512,2015,OH,JACKSON,39,79,39079,Morphine,11,741,109150
3778,15513,2015,OH,JACKSON,39,79,39079,Tramadol,4,741,109150
3779,15517,2015,OH,JEFFERSON,39,81,39081,Heroin,100,363,109150
3780,15529,2015,OH,LAKE,39,85,39085,Hydrocodone,34,4951,109150
3781,15530,2015,OH,LAKE,39,85,39085,Tramadol,43,4951,109150
3782,15549,2015,OH,LOGAN,39,91,39091,Hydrocodone,9,224,109150
3783,15550,2015,OH,LOGAN,39,91,39091,Tramadol,1,224,109150
3784,15552,2015,OH,LORAIN,39,93,39093,Buprenorphine,19,2185,109150
3785,15554,2015,OH,LUCAS,39,95,39095,Codeine,9,2059,109150
3786,15555,2015,OH,LUCAS,39,95,39095,Methadone,3,2059,109150
3787,15563,2015,OH,MAHONING,39,99,39099,Heroin,577,2321,109150
3788,15564,2015,OH,MARION,39,101,39101,Acetyl fentanyl,4,725,109150
3789,15565,2015,OH,MARION,39,101,39101,Fentanyl,25,725,109150
3790,15573,2015,OH,MEDINA,39,103,39103,Morphine,3,1155,109150
3791,15577,2015,OH,MIAMI,39,109,39109,Hydrocodone,13,696,109150
3792,15578,2015,OH,MIAMI,39,109,39109,Tramadol,1,696,109150
3793,15581,2015,OH,MONROE,39,111,39111,Heroin,17,92,109150
3794,15584,2015,OH,MONTGOMERY,39,113,39113,ANPP,1,8359,109150
3795,15585,2015,OH,MONTGOMERY,39,113,39113,Mitragynine,1,8359,109150
3796,15588,2015,OH,MORGAN,39,115,39115,Buprenorphine,2,42,109150
3797,15591,2015,OH,MUSKINGUM,39,119,39119,Codeine,1,462,109150
3798,15603,2015,OH,HOCKING,39,73,39073,Oxycodone,6,124,109150
3799,15606,2015,OH,HURON,39,77,39077,Tramadol,2,646,109150
3800,15608,2015,OH,JACKSON,39,79,39079,Oxycodone,96,741,109150
3801,15609,2015,OH,JACKSON,39,79,39079,Oxymorphone,28,741,109150
3802,15617,2015,OH,LAKE,39,85,39085,Hydromorphone,2,4951,109150
3803,15627,2015,OH,LICKING,39,89,39089,Morphine,5,1692,109150
3804,15630,2015,OH,LOGAN,39,91,39091,Heroin,61,224,109150
3805,15633,2015,OH,LORAIN,39,93,39093,Acetyl fentanyl,29,2185,109150
3806,15634,2015,OH,LORAIN,39,93,39093,Oxycodone,65,2185,109150
3807,15635,2015,OH,LORAIN,39,93,39093,Oxymorphone,9,2185,109150
3808,15645,2015,OH,MAHONING,39,99,39099,Methadone,5,2321,109150
3809,15660,2015,OH,MEIGS,39,105,39105,Fentanyl,1,90,109150
3810,15661,2015,OH,MERCER,39,107,39107,Heroin,62,146,109150
3811,15662,2015,OH,MERCER,39,107,39107,Oxycodone,1,146,109150
3812,15671,2015,OH,MORGAN,39,115,39115,Heroin,1,42,109150
3813,15672,2015,OH,MORROW,39,117,39117,Buprenorphine,9,295,109150
3814,15673,2015,OH,MORROW,39,117,39117,Morphine,3,295,109150
3815,15675,2015,OH,MUSKINGUM,39,119,39119,Hydrocodone,16,462,109150
3816,15682,2015,OH,NOBLE,39,121,39121,Heroin,16,48,109150
3817,15700,2015,OH,LICKING,39,89,39089,Buprenorphine,26,1692,109150
3818,15704,2015,OH,LOGAN,39,91,39091,Fentanyl,6,224,109150
3819,15706,2015,OH,LORAIN,39,93,39093,Morphine,12,2185,109150
3820,15710,2015,OH,LUCAS,39,95,39095,Hydrocodone,31,2059,109150
3821,15711,2015,OH,LUCAS,39,95,39095,Oxycodone,161,2059,109150
3822,15712,2015,OH,LUCAS,39,95,39095,Oxymorphone,6,2059,109150
3823,15718,2015,OH,MADISON,39,97,39097,Fentanyl,4,453,109150
3824,15719,2015,OH,MADISON,39,97,39097,Hydromorphone,1,453,109150
3825,15720,2015,OH,MADISON,39,97,39097,Morphine,4,453,109150
3826,15722,2015,OH,MAHONING,39,99,39099,Oxymorphone,2,2321,109150
3827,15732,2015,OH,MEDINA,39,103,39103,Heroin,177,1155,109150
3828,15733,2015,OH,MEIGS,39,105,39105,Heroin,14,90,109150
3829,15735,2015,OH,MERCER,39,107,39107,Acetyl fentanyl,10,146,109150
3830,15736,2015,OH,MERCER,39,107,39107,Fentanyl,6,146,109150
3831,15737,2015,OH,MERCER,39,107,39107,Methadone,3,146,109150
3832,15739,2015,OH,MIAMI,39,109,39109,Acetyl fentanyl,3,696,109150
3833,15748,2015,OH,MONROE,39,111,39111,Oxycodone,6,92,109150
3834,15749,2015,OH,MONROE,39,111,39111,Oxymorphone,1,92,109150
3835,15750,2015,OH,MONTGOMERY,39,113,39113,Acetyl fentanyl,12,8359,109150
3836,15751,2015,OH,MONTGOMERY,39,113,39113,Fentanyl,332,8359,109150
3837,15752,2015,OH,MONTGOMERY,39,113,39113,Hydromorphone,2,8359,109150
3838,15758,2015,OH,MORROW,39,117,39117,Oxycodone,7,295,109150
3839,15761,2015,OH,MUSKINGUM,39,119,39119,Heroin,48,462,109150
3840,15762,2015,OH,MUSKINGUM,39,119,39119,Oxycodone,37,462,109150
3841,15767,2015,OH,NOBLE,39,121,39121,Buprenorphine,1,48,109150
3842,15778,2015,OH,PICKAWAY,39,129,39129,Hydromorphone,1,443,109150
3843,15779,2015,OH,PICKAWAY,39,129,39129,Methadone,1,443,109150
3844,15781,2015,OH,PIKE,39,131,39131,Oxycodone,21,196,109150
3845,15784,2015,OH,PORTAGE,39,133,39133,Fentanyl,66,2049,109150
3846,15785,2015,OH,PORTAGE,39,133,39133,Tramadol,6,2049,109150
3847,15787,2015,OH,PREBLE,39,135,39135,Fentanyl,4,131,109150
3848,15788,2015,OH,PREBLE,39,135,39135,Hydromorphone,1,131,109150
3849,15794,2015,OH,PUTNAM,39,137,39137,Heroin,5,31,109150
3850,15802,2015,OH,LICKING,39,89,39089,Hydrocodone,28,1692,109150
3851,15803,2015,OH,LICKING,39,89,39089,Methadone,10,1692,109150
3852,15807,2015,OH,LUCAS,39,95,39095,Tramadol,15,2059,109150
3853,15815,2015,OH,MADISON,39,97,39097,Oxycodone,25,453,109150
3854,15818,2015,OH,MAHONING,39,99,39099,Acetyl fentanyl,2,2321,109150
3855,15819,2015,OH,MAHONING,39,99,39099,Tramadol,98,2321,109150
3856,15821,2015,OH,MARION,39,101,39101,Heroin,287,725,109150
3857,15822,2015,OH,MARION,39,101,39101,Methadone,2,725,109150
3858,15835,2015,OH,MEIGS,39,105,39105,Buprenorphine,4,90,109150
3859,15841,2015,OH,MIAMI,39,109,39109,Oxycodone,25,696,109150
3860,15849,2015,OH,MONTGOMERY,39,113,39113,Heroin,2221,8359,109150
3861,15850,2015,OH,MONTGOMERY,39,113,39113,Methadone,14,8359,109150
3862,15853,2015,OH,MORROW,39,117,39117,Hydrocodone,7,295,109150
3863,15854,2015,OH,MORROW,39,117,39117,Methadone,2,295,109150
3864,15855,2015,OH,MORROW,39,117,39117,Tramadol,3,295,109150
3865,15857,2015,OH,MUSKINGUM,39,119,39119,Acetyl fentanyl,2,462,109150
3866,15858,2015,OH,MUSKINGUM,39,119,39119,Buprenorphine,11,462,109150
3867,15859,2015,OH,MUSKINGUM,39,119,39119,Fentanyl,4,462,109150
3868,15863,2015,OH,NOBLE,39,121,39121,Hydrocodone,1,48,109150
3869,15864,2015,OH,NOBLE,39,121,39121,Oxycodone,3,48,109150
3870,15875,2015,OH,OTTAWA,39,123,39123,Oxycodone,7,167,109150
3871,15877,2015,OH,PAULDING,39,125,39125,Fentanyl,2,211,109150
3872,15879,2015,OH,PERRY,39,127,39127,Oxycodone,42,307,109150
3873,15880,2015,OH,PERRY,39,127,39127,Oxymorphone,3,307,109150
3874,15882,2015,OH,PORTAGE,39,133,39133,Buprenorphine,42,2049,109150
3875,15892,2015,OH,RICHLAND,39,139,39139,Oxycodone,48,886,109150
3876,15896,2015,OH,ROSS,39,141,39141,Heroin,138,649,109150
3877,15897,2015,OH,ROSS,39,141,39141,Methadone,4,649,109150
3878,15900,2015,OH,GREENE,39,57,39057,Methadone,5,1384,109150
3879,15903,2015,OH,GUERNSEY,39,59,39059,Heroin,158,767,109150
3880,15904,2015,OH,GUERNSEY,39,59,39059,Oxycodone,43,767,109150
3881,15906,2015,OH,HAMILTON,39,61,39061,Fentanyl,1434,14406,109150
3882,15907,2015,OH,HAMILTON,39,61,39061,Heroin,4167,14406,109150
3883,15908,2015,OH,HAMILTON,39,61,39061,Methadone,19,14406,109150
3884,15911,2015,OH,HANCOCK,39,63,39063,Oxycodone,64,979,109150
3885,15912,2015,OH,HARDIN,39,65,39065,Methadone,3,295,109150
3886,15915,2015,OH,HARRISON,39,67,39067,Heroin,11,63,109150
3887,15921,2015,OH,HIGHLAND,39,71,39071,Oxycodone,15,475,109150
3888,15922,2015,OH,HOCKING,39,73,39073,Buprenorphine,11,124,109150
3889,15923,2015,OH,HOLMES,39,75,39075,Oxycodone,2,60,109150
3890,15926,2015,OH,HURON,39,77,39077,Morphine,9,646,109150
3891,15928,2015,OH,JACKSON,39,79,39079,Hydromorphone,4,741,109150
3892,15931,2015,OH,JEFFERSON,39,81,39081,Oxycodone,8,363,109150
3893,15943,2015,OH,KNOX,39,83,39083,Morphine,1,132,109150
3894,15945,2015,OH,LAKE,39,85,39085,Heroin,1065,4951,109150
3895,15946,2015,OH,LAKE,39,85,39085,Methadone,8,4951,109150
3896,15947,2015,OH,LAKE,39,85,39085,Mitragynine,1,4951,109150
3897,15952,2015,OH,LAWRENCE,39,87,39087,Acetyl fentanyl,2,336,109150
3898,15953,2015,OH,LAWRENCE,39,87,39087,Fentanyl,21,336,109150
3899,15954,2015,OH,LAWRENCE,39,87,39087,Oxycodone,95,336,109150
3900,15957,2015,OH,LICKING,39,89,39089,Acetyl fentanyl,3,1692,109150
3901,15958,2015,OH,LICKING,39,89,39089,Fentanyl,5,1692,109150
3902,15959,2015,OH,LICKING,39,89,39089,Heroin,167,1692,109150
3903,15960,2015,OH,LICKING,39,89,39089,Tramadol,8,1692,109150
3904,15961,2015,OH,LOGAN,39,91,39091,Buprenorphine,4,224,109150
3905,15966,2015,OH,LUCAS,39,95,39095,Fentanyl,43,2059,109150
3906,15967,2015,OH,LUCAS,39,95,39095,Morphine,4,2059,109150
3907,15977,2015,OH,MAHONING,39,99,39099,Hydrocodone,37,2321,109150
3908,15978,2015,OH,MAHONING,39,99,39099,Morphine,9,2321,109150
3909,15983,2015,OH,MARION,39,101,39101,Codeine,4,725,109150
3910,15984,2015,OH,MARION,39,101,39101,Morphine,5,725,109150
3911,15995,2015,OH,MEDINA,39,103,39103,Acetyl fentanyl,5,1155,109150
3912,15996,2015,OH,MEDINA,39,103,39103,Methadone,1,1155,109150
3913,16001,2015,OH,MADISON,39,97,39097,Buprenorphine,4,453,109150
3914,16002,2015,OH,MADISON,39,97,39097,Hydrocodone,11,453,109150
3915,16003,2015,OH,MADISON,39,97,39097,Tramadol,4,453,109150
3916,16004,2015,OH,MAHONING,39,99,39099,Oxycodone,79,2321,109150
3917,16012,2015,OH,MEDINA,39,103,39103,Buprenorphine,5,1155,109150
3918,16013,2015,OH,MEDINA,39,103,39103,Codeine,3,1155,109150
3919,16014,2015,OH,MEDINA,39,103,39103,Hydrocodone,11,1155,109150
3920,16015,2015,OH,MEIGS,39,105,39105,Oxycodone,3,90,109150
3921,16016,2015,OH,MERCER,39,107,39107,Tramadol,1,146,109150
3922,16019,2015,OH,MIAMI,39,109,39109,Buprenorphine,12,696,109150
3923,16020,2015,OH,MIAMI,39,109,39109,Codeine,2,696,109150
3924,16021,2015,OH,MIAMI,39,109,39109,Morphine,8,696,109150
3925,16023,2015,OH,MONROE,39,111,39111,Buprenorphine,6,92,109150
3926,16024,2015,OH,MONROE,39,111,39111,Hydrocodone,1,92,109150
3927,16026,2015,OH,MONTGOMERY,39,113,39113,Meperidine,2,8359,109150
3928,16028,2015,OH,MORGAN,39,115,39115,Oxycodone,3,42,109150
3929,16044,2015,OH,OTTAWA,39,123,39123,Buprenorphine,2,167,109150
3930,16045,2015,OH,OTTAWA,39,123,39123,Hydrocodone,3,167,109150
3931,16051,2015,OH,PERRY,39,127,39127,Buprenorphine,11,307,109150
3932,16052,2015,OH,PERRY,39,127,39127,Hydrocodone,14,307,109150
3933,16054,2015,OH,PORTAGE,39,133,39133,Hydrocodone,17,2049,109150
3934,16055,2015,OH,PORTAGE,39,133,39133,Hydromorphone,1,2049,109150
3935,16065,2015,OH,RICHLAND,39,139,39139,Buprenorphine,31,886,109150
3936,16066,2015,OH,RICHLAND,39,139,39139,Morphine,5,886,109150
3937,16080,2015,OH,SANDUSKY,39,143,39143,Acetyl fentanyl,11,542,109150
3938,16081,2015,OH,SANDUSKY,39,143,39143,Oxycodone,39,542,109150
3939,16082,2015,OH,SANDUSKY,39,143,39143,Oxymorphone,4,542,109150
3940,16087,2015,OH,SENECA,39,147,39147,Fentanyl,14,426,109150
3941,16088,2015,OH,SENECA,39,147,39147,Heroin,122,426,109150
3942,16089,2015,OH,SENECA,39,147,39147,Methadone,2,426,109150
3943,16099,2015,OH,MEDINA,39,103,39103,Fentanyl,70,1155,109150
3944,16107,2015,OH,MONROE,39,111,39111,Fentanyl,1,92,109150
3945,16108,2015,OH,MONROE,39,111,39111,Morphine,1,92,109150
3946,16110,2015,OH,MONTGOMERY,39,113,39113,Oxycodone,105,8359,109150
3947,16111,2015,OH,MONTGOMERY,39,113,39113,Oxymorphone,2,8359,109150
3948,16117,2015,OH,MORGAN,39,115,39115,Fentanyl,1,42,109150
3949,16118,2015,OH,MORGAN,39,115,39115,Hydromorphone,4,42,109150
3950,16119,2015,OH,MORROW,39,117,39117,Hydromorphone,1,295,109150
3951,16121,2015,OH,MUSKINGUM,39,119,39119,Tramadol,3,462,109150
3952,16135,2015,OH,OTTAWA,39,123,39123,Heroin,23,167,109150
3953,16139,2015,OH,PAULDING,39,125,39125,Hydrocodone,2,211,109150
3954,16141,2015,OH,PERRY,39,127,39127,Heroin,46,307,109150
3955,16148,2015,OH,PREBLE,39,135,39135,Oxycodone,6,131,109150
3956,16154,2015,OH,ROSS,39,141,39141,Oxycodone,62,649,109150
3957,16162,2015,OH,SCIOTO,39,145,39145,Buprenorphine,29,734,109150
3958,16163,2015,OH,SCIOTO,39,145,39145,Morphine,7,734,109150
3959,16166,2015,OH,SENECA,39,147,39147,Hydrocodone,9,426,109150
3960,16167,2015,OH,SENECA,39,147,39147,Tramadol,4,426,109150
3961,16170,2015,OH,SHELBY,39,149,39149,Heroin,142,391,109150
3962,16181,2015,OH,STARK,39,151,39151,Acetyl fentanyl,6,3670,109150
3963,16182,2015,OH,SUMMIT,39,153,39153,Heroin,260,1810,109150
3964,16191,2015,OH,TRUMBULL,39,155,39155,Codeine,12,1878,109150
3965,16192,2015,OH,TRUMBULL,39,155,39155,Heroin,396,1878,109150
3966,16193,2015,OH,TRUMBULL,39,155,39155,Hydrocodone,47,1878,109150
3967,16194,2015,OH,TUSCARAWAS,39,157,39157,Hydrocodone,15,477,109150
3968,16195,2015,OH,TUSCARAWAS,39,157,39157,Tramadol,2,477,109150
3969,16196,2015,OH,VAN WERT,39,161,39161,Fentanyl,6,157,109150
3970,16198,2015,OH,VINTON,39,163,39163,Hydrocodone,9,160,109150
3971,16207,2015,OH,OTTAWA,39,123,39123,Acetyl fentanyl,2,167,109150
3972,16208,2015,OH,OTTAWA,39,123,39123,Fentanyl,2,167,109150
3973,16209,2015,OH,OTTAWA,39,123,39123,Morphine,1,167,109150
3974,16210,2015,OH,OTTAWA,39,123,39123,Tramadol,3,167,109150
3975,16214,2015,OH,PAULDING,39,125,39125,Buprenorphine,1,211,109150
3976,16217,2015,OH,PERRY,39,127,39127,Hydromorphone,2,307,109150
3977,16218,2015,OH,PERRY,39,127,39127,Morphine,2,307,109150
3978,16224,2015,OH,PICKAWAY,39,129,39129,Hydrocodone,6,443,109150
3979,16225,2015,OH,PIKE,39,131,39131,Heroin,56,196,109150
3980,16230,2015,OH,PREBLE,39,135,39135,Hydrocodone,3,131,109150
3981,16235,2015,OH,PUTNAM,39,137,39137,Oxycodone,1,31,109150
3982,16236,2015,OH,RICHLAND,39,139,39139,Hydrocodone,12,886,109150
3983,16237,2015,OH,RICHLAND,39,139,39139,Tramadol,8,886,109150
3984,16243,2015,OH,ROSS,39,141,39141,Acetyl fentanyl,2,649,109150
3985,16244,2015,OH,ROSS,39,141,39141,Fentanyl,17,649,109150
3986,16245,2015,OH,ROSS,39,141,39141,Hydromorphone,1,649,109150
3987,16246,2015,OH,ROSS,39,141,39141,Morphine,3,649,109150
3988,16249,2015,OH,SCIOTO,39,145,39145,Heroin,207,734,109150
3989,16250,2015,OH,SCIOTO,39,145,39145,Methadone,3,734,109150
3990,16263,2015,OH,STARK,39,151,39151,Heroin,385,3670,109150
3991,16264,2015,OH,STARK,39,151,39151,Methadone,2,3670,109150
3992,16274,2015,OH,TRUMBULL,39,155,39155,Acetyl fentanyl,6,1878,109150
3993,16275,2015,OH,TRUMBULL,39,155,39155,Hydromorphone,3,1878,109150
3994,16277,2015,OH,UNION,39,159,39159,Buprenorphine,5,226,109150
3995,16279,2015,OH,VAN WERT,39,161,39161,Oxycodone,3,157,109150
3996,16285,2015,OH,WAYNE,39,169,39169,Codeine,2,730,109150
3997,16294,2015,OH,WILLIAMS,39,171,39171,Fentanyl,2,16,109150
3998,16296,2015,OH,WOOD,39,173,39173,Buprenorphine,7,804,109150
3999,16297,2015,OH,WOOD,39,173,39173,Butyryl fentanyl,2,804,109150
4000,16299,2015,OH,MERCER,39,107,39107,Buprenorphine,6,146,109150
4001,16300,2015,OH,MERCER,39,107,39107,Hydrocodone,2,146,109150
4002,16302,2015,OH,MIAMI,39,109,39109,Heroin,141,696,109150
4003,16307,2015,OH,MONTGOMERY,39,113,39113,Buprenorphine,61,8359,109150
4004,16308,2015,OH,MONTGOMERY,39,113,39113,Hydrocodone,119,8359,109150
4005,16309,2015,OH,MONTGOMERY,39,113,39113,Tramadol,31,8359,109150
4006,16312,2015,OH,MORGAN,39,115,39115,Hydrocodone,2,42,109150
4007,16313,2015,OH,MORROW,39,117,39117,Fentanyl,1,295,109150
4008,16314,2015,OH,MORROW,39,117,39117,Heroin,33,295,109150
4009,16315,2015,OH,MUSKINGUM,39,119,39119,Hydromorphone,1,462,109150
4010,16324,2015,OH,PAULDING,39,125,39125,Oxycodone,2,211,109150
4011,16325,2015,OH,PAULDING,39,125,39125,Oxymorphone,1,211,109150
4012,16328,2015,OH,PERRY,39,127,39127,Methadone,1,307,109150
4013,16330,2015,OH,PICKAWAY,39,129,39129,Heroin,83,443,109150
4014,16331,2015,OH,PICKAWAY,39,129,39129,Oxycodone,38,443,109150
4015,16334,2015,OH,PIKE,39,131,39131,Hydrocodone,2,196,109150
4016,16335,2015,OH,PIKE,39,131,39131,Morphine,2,196,109150
4017,16339,2015,OH,PORTAGE,39,133,39133,Acetyl fentanyl,6,2049,109150
4018,16340,2015,OH,PORTAGE,39,133,39133,Oxycodone,39,2049,109150
4019,16348,2015,OH,PUTNAM,39,137,39137,Buprenorphine,2,31,109150
4020,16352,2015,OH,RICHLAND,39,139,39139,Heroin,225,886,109150
4021,16353,2015,OH,RICHLAND,39,139,39139,Propoxyphene,1,886,109150
4022,16361,2015,OH,SANDUSKY,39,143,39143,Hydromorphone,1,542,109150
4023,16362,2015,OH,SANDUSKY,39,143,39143,Morphine,1,542,109150
4024,16365,2015,OH,SCIOTO,39,145,39145,Butorphanol,1,734,109150
4025,16366,2015,OH,SCIOTO,39,145,39145,Hydrocodone,11,734,109150
4026,16367,2015,OH,SCIOTO,39,145,39145,Tramadol,3,734,109150
4027,16369,2015,OH,SENECA,39,147,39147,Morphine,2,426,109150
4028,16370,2015,OH,SHELBY,39,149,39149,Buprenorphine,2,391,109150
4029,16371,2015,OH,SHELBY,39,149,39149,Hydrocodone,3,391,109150
4030,16372,2015,OH,SHELBY,39,149,39149,Tramadol,2,391,109150
4031,16379,2015,OH,SUMMIT,39,153,39153,Buprenorphine,28,1810,109150
4032,16380,2015,OH,SUMMIT,39,153,39153,Hydrocodone,32,1810,109150
4033,16386,2015,OH,TRUMBULL,39,155,39155,Morphine,8,1878,109150
4034,16387,2015,OH,TUSCARAWAS,39,157,39157,Codeine,2,477,109150
4035,16388,2015,OH,TUSCARAWAS,39,157,39157,Hydromorphone,1,477,109150
4036,16389,2015,OH,TUSCARAWAS,39,157,39157,Morphine,2,477,109150
4037,16391,2015,OH,UNION,39,159,39159,Hydrocodone,3,226,109150
4038,16392,2015,OH,UNION,39,159,39159,Oxycodone,15,226,109150
4039,16393,2015,OH,UNION,39,159,39159,Tramadol,2,226,109150
4040,16397,2015,OH,VINTON,39,163,39163,Heroin,24,160,109150
4041,16398,2015,OH,WARREN,39,165,39165,Oxycodone,42,1356,109150
4042,16404,2015,OH,PICKAWAY,39,129,39129,Buprenorphine,16,443,109150
4043,16405,2015,OH,PICKAWAY,39,129,39129,Codeine,2,443,109150
4044,16406,2015,OH,PICKAWAY,39,129,39129,Morphine,3,443,109150
4045,16411,2015,OH,PORTAGE,39,133,39133,Morphine,7,2049,109150
4046,16414,2015,OH,PREBLE,39,135,39135,Heroin,21,131,109150
4047,16430,2015,OH,ROSS,39,141,39141,Buprenorphine,27,649,109150
4048,16431,2015,OH,ROSS,39,141,39141,Codeine,1,649,109150
4049,16432,2015,OH,ROSS,39,141,39141,Hydrocodone,20,649,109150
4050,16433,2015,OH,ROSS,39,141,39141,Tramadol,9,649,109150
4051,16436,2015,OH,SANDUSKY,39,143,39143,Fentanyl,15,542,109150
4052,16437,2015,OH,SANDUSKY,39,143,39143,Heroin,67,542,109150
4053,16438,2015,OH,SANDUSKY,39,143,39143,Methadone,5,542,109150
4054,16440,2015,OH,SCIOTO,39,145,39145,Hydromorphone,2,734,109150
4055,16444,2015,OH,SENECA,39,147,39147,Acetyl fentanyl,3,426,109150
4056,16445,2015,OH,SENECA,39,147,39147,Oxycodone,41,426,109150
4057,16451,2015,OH,STARK,39,151,39151,Hydrocodone,34,3670,109150
4058,16452,2015,OH,STARK,39,151,39151,Tramadol,25,3670,109150
4059,16453,2015,OH,SUMMIT,39,153,39153,Tramadol,13,1810,109150
4060,16457,2015,OH,TUSCARAWAS,39,157,39157,Oxycodone,9,477,109150
4061,16463,2015,OH,WASHINGTON,39,167,39167,Fentanyl,6,446,109150
4062,16464,2015,OH,WASHINGTON,39,167,39167,Heroin,85,446,109150
4063,16465,2015,OH,WASHINGTON,39,167,39167,Tramadol,2,446,109150
4064,16468,2015,OH,WAYNE,39,169,39169,Heroin,127,730,109150
4065,16478,2015,OH,WOOD,39,173,39173,Fentanyl,9,804,109150
4066,16479,2015,OH,WOOD,39,173,39173,Heroin,66,804,109150
4067,16480,2015,OH,WOOD,39,173,39173,Methadone,11,804,109150
4068,16481,2015,OH,WOOD,39,173,39173,p-Fluorobutyryl fentanyl,2,804,109150
4069,16483,2015,OH,WYANDOT,39,175,39175,Fentanyl,1,129,109150
4070,16484,2015,OH,WYANDOT,39,175,39175,Heroin,29,129,109150
4071,16494,2016,OH,ADAMS,39,1,39001,Buprenorphine,15,365,115276
4072,16513,2015,OH,SANDUSKY,39,143,39143,Buprenorphine,15,542,109150
4073,16514,2015,OH,SANDUSKY,39,143,39143,Propoxyphene,1,542,109150
4074,16517,2015,OH,SCIOTO,39,145,39145,Codeine,1,734,109150
4075,16519,2015,OH,SENECA,39,147,39147,Buprenorphine,9,426,109150
4076,16520,2015,OH,SENECA,39,147,39147,Propoxyphene,1,426,109150
4077,16521,2015,OH,SHELBY,39,149,39149,Fentanyl,10,391,109150
4078,16522,2015,OH,SHELBY,39,149,39149,Hydromorphone,4,391,109150
4079,16534,2015,OH,STARK,39,151,39151,Codeine,1,3670,109150
4080,16535,2015,OH,STARK,39,151,39151,Oxycodone,108,3670,109150
4081,16536,2015,OH,STARK,39,151,39151,Oxymorphone,9,3670,109150
4082,16538,2015,OH,SUMMIT,39,153,39153,Acetyl fentanyl,8,1810,109150
4083,16539,2015,OH,SUMMIT,39,153,39153,Fentanyl,189,1810,109150
4084,16540,2015,OH,SUMMIT,39,153,39153,Hydromorphone,2,1810,109150
4085,16541,2015,OH,SUMMIT,39,153,39153,Methadone,7,1810,109150
4086,16548,2015,OH,TRUMBULL,39,155,39155,Tramadol,33,1878,109150
4087,16549,2015,OH,TUSCARAWAS,39,157,39157,Buprenorphine,5,477,109150
4088,16550,2015,OH,UNION,39,159,39159,Morphine,2,226,109150
4089,16551,2015,OH,VAN WERT,39,161,39161,Heroin,41,157,109150
4090,16553,2015,OH,VINTON,39,163,39163,Buprenorphine,8,160,109150
4091,16558,2015,OH,WASHINGTON,39,167,39167,Hydrocodone,13,446,109150
4092,16559,2015,OH,WASHINGTON,39,167,39167,Methadone,1,446,109150
4093,16563,2015,OH,WAYNE,39,169,39169,Oxycodone,18,730,109150
4094,16572,2015,OH,WOOD,39,173,39173,Morphine,5,804,109150
4095,16581,2016,OH,ADAMS,39,1,39001,Heroin,111,365,115276
4096,16592,2016,OH,ALLEN,39,3,39003,Fentanyl,52,712,115276
4097,16593,2016,OH,ALLEN,39,3,39003,Hydrocodone,23,712,115276
4098,16594,2016,OH,ALLEN,39,3,39003,Tramadol,4,712,115276
4099,16601,2015,OH,SUMMIT,39,153,39153,Oxycodone,112,1810,109150
4100,16611,2015,OH,TRUMBULL,39,155,39155,Methadone,4,1878,109150
4101,16612,2015,OH,TUSCARAWAS,39,157,39157,Heroin,32,477,109150
4102,16613,2015,OH,TUSCARAWAS,39,157,39157,Methadone,1,477,109150
4103,16615,2015,OH,VAN WERT,39,161,39161,Buprenorphine,1,157,109150
4104,16616,2015,OH,VAN WERT,39,161,39161,Codeine,1,157,109150
4105,16617,2015,OH,VAN WERT,39,161,39161,Hydrocodone,1,157,109150
4106,16620,2015,OH,VINTON,39,163,39163,Morphine,1,160,109150
4107,16623,2015,OH,WARREN,39,165,39165,Buprenorphine,28,1356,109150
4108,16624,2015,OH,WARREN,39,165,39165,Codeine,1,1356,109150
4109,16625,2015,OH,WARREN,39,165,39165,Morphine,5,1356,109150
4110,16627,2015,OH,WASHINGTON,39,167,39167,Oxycodone,25,446,109150
4111,16637,2015,OH,WOOD,39,173,39173,Acetyl fentanyl,6,804,109150
4112,16638,2015,OH,WOOD,39,173,39173,Oxycodone,42,804,109150
4113,16639,2015,OH,WOOD,39,173,39173,Oxymorphone,1,804,109150
4114,16641,2015,OH,WYANDOT,39,175,39175,Tramadol,2,129,109150
4115,16649,2016,OH,ADAMS,39,1,39001,Hydrocodone,7,365,115276
4116,16658,2016,OH,ALLEN,39,3,39003,Acetyl fentanyl,1,712,115276
4117,16659,2016,OH,ALLEN,39,3,39003,Carfentanil,3,712,115276
4118,16660,2016,OH,ALLEN,39,3,39003,Oxycodone,25,712,115276
